Longitude,Latitude,Name
16.277542,49.269783,"Benzina Velká Bíteš 24h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 724 584 871"
14.070079,50.235307,"Benzina Slaný 24h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 724 584 871"
14.392319,50.114002,"Auto Podbabská Praha 24h credit cards, debit cards, CNG CardCentrum +420 601 587 470"
13.443000,49.675987,"APB Losiná 24h"
13.997838,50.657856,"CNG Předlice Ústí nad Labem 24h CNG CardCentrum"
17.610420,49.210541,"EcoPowerEnergy Zlín 24h credit cards, debit cards, CNG CardCentrum +420 736 506 533"
14.162222,49.319167,"E.ON Písek 24h CNG CardCentrum +420 724 258 723"
16.647132,49.302915,"ADAST systems Adamov 24h credit cards, debit cards, CNG CardCentrum +420 737 217 714"
12.946600,49.428061,"Eco Power Energy Domažlice 24h credit cards, fleet cards, CNG CardCentrum +420 736 506 533"
14.513851,50.102620,"EuroOil/Bonett Praha 24h cash, credit cards, debit cards, CNG CardCentrum +420 737 252 767"
18.661570,49.660963,"JUR Trans Třinec 24h cash, credit cards, fleet cards, CNG CardCentrum +420 558 341 166"
15.374906,50.433867,"Bonett Jičín Mo-Fr 6-21h, Sa+Su 7-21h cash, credit cards, debit cards, fleet cards, CNG CardCentrum"
15.799230,49.955948,"Shell/E.ON Chrudim 24h credit cards, debit cards, CNG CardCentrum +420 724 258 723"
16.669869,49.183251,"CNG station Brno 24h credit cards, debit cards, CNG CardCentrum +420 543 176 113"
18.162175,49.465945,"Benzina/innogy Rožnov pod Radhoštěm 24h cash, credit cards, debit cards, CNG CardCentrum +420 773 200 739"
14.504013,50.064341,"Texaco Strašnice 24h credit cards, CNG CardCentrum +420 274 813 625"
18.352015,49.579380,"Benzina Frýdlant nad Ostravicí 5-20h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 724 584 871"
13.531161,50.391789,"EcoPowerEnergy Hrušovany 24h credit cards, CNG CardCentrum +420736506533"
15.893716,50.571973,"Benzina/innogy Trutnov 6-20h cash, credit cards, fleet cards, CNG CardCentrum"
13.438253,50.483671,"Dopravní Podnik Měst Chomutova A Jirkova A.s. Otvice 24h CNG CardCentrum"
14.903869,50.400667,"EuroOil Mladá Boleslav 5-22h credit cards, debit cards, fleet cards, CNG CardCentrum +420 735 720 126"
14.484833,50.103414,"Benzina/innogy Praha 6-21h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 606 632 624"
18.150091,49.843115,"Benzina/innogy Ostrava 5-22h cash, credit cards, debit cards, CNG CardCentrum +420 267 972 070"
14.925548,50.432822,"Benzina/RWE Kosmonosy 5-23h cash, credit cards, debit cards, CNG CardCentrum +420 267 972 070"
16.907549,49.777936,"MOL Mohelnice 24h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 777 124 512"
12.604290,49.993634,"EUTIT Stará Voda 24h credit cards, debit cards, CNG CardCentrum +420 354 789 135"
14.445379,50.176645,"Hrubý Klecany 24h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 733 145 248"
14.707104,49.909941,"Mirošovice 24h cash, credit cards, CNG CardCentrum +420 606 743 698"
15.238000,50.002160,"Kolin 24h credit cards, debit cards, CNG CardCentrum"
18.770577,49.571314,"Jablunkov 24h CNG CardCentrum"
14.243669,50.038908,"Šafránka Rudná 24h cash, credit cards, fleet cards, CNG CardCentrum +420 603 918 972"
15.798390,50.225860,"Bonett Hradec Králové 24h credit cards, debit cards, fleet cards, CNG CardCentrum +420 737 252 767"
16.497890,49.177260,"D-Oil Troubsko 24h credit cards, debit cards, fleet cards, CNG CardCentrum +420 724 258 723"
14.526890,50.092960,"M Oil Praha 9 24h cash, credit cards, CNG CardCentrum +420 602 302 789"
14.493677,50.338354,"Benzina/innogy Mělník 5-23h cash, credit cards, debit cards, CNG CardCentrum +420 267 972 070"
14.021717,49.045097,"STS Těšovice 24h credit cards, debit cards, CNG CardCentrum +420 724 258 723"
15.773025,50.008330,"Benzina/innogy Pardubice 6-20h cash, credit cards, debit cards, CNG CardCentrum +420 267 972 070"
13.410283,49.727258,"Bonett Plzeň cash, credit cards, debit cards, CNG CardCentrum +420 737 252 767"
15.619364,50.619760,"Kontakt/Bonett Vrchlabí 24h cash, credit cards, fleet cards, CNG CardCentrum"
15.572490,49.619550,"OMV/Bonett Havlíčkův Brod 24h credit cards, debit cards, fleet cards, CNG CardCentrum +420 737 252 757"
17.114081,48.867476,"Hodonín 24h credit cards, CNG CardCentrum +420 737 252 757"
16.171410,50.418940,"Bonett Náchod 24h credit cards, debit cards, fleet cards, CNG CardCentrum +420 737 252 767"
15.155220,50.579660,"Kontakt/Bonett Turnov 24h cash, credit cards, fleet cards, CNG CardCentrum +420 737 252 76"
17.956720,49.362610,"innogy Vsetín 5-22h credit cards, CNG CardCentrum +420 773 200 739"
14.538370,50.080655,"Shell Praha 10 24h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 724 995 068"
16.145715,49.962160,"Motorest Toro Vysoké Mýto 24h credit cards, debit cards, fleet cards, CNG CardCentrum +420 602 710 544"
15.598669,50.620163,"Benzina Vrchlabí cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 773 200 739"
14.519360,50.083330,"ppas Praha 10 24h credit cards, fleet cards, CNG CardCentrum +420 601 555 283"
17.130860,49.007170,"EuroOil Kyjov Mo-Su 6-20h credit cards, debit cards, CNG CardCentrum +420 735 720 409"
15.212798,49.438456,"MOL Pelhřimov Mo-Su 5-23h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 702 160 537"
18.554788,49.845505,"Benzina Karvina 24h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 724 584 871"
17.283489,49.437107,"EuroOil Tovačov 6-21h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 735 720 536"
16.457712,49.895765,"EuroOil Česká Třebová 24h credit cards, debit cards, fleet cards, CNG CardCentrum +420 735 720 323"
15.225453,50.033055,"Shell/innogy Kolín 5-22h cash, credit cards, debit cards, CNG CardCentrum +420 321 742 095"
14.788171,49.012042,"Benzina/innogy Třeboň 5-23h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 267 973 973"
14.574811,50.005335,"makro/bonett Čestlice 6-22h cash, credit cards, CNG CardCentrum +420 737 252 767"
14.315660,50.040820,"Makro/bonett Praha-Řeporyje-Stodůlky 24h"
15.770320,50.061460,"bonett Pardubice 24h credit cards, debit cards, CNG CardCentrum"
18.352745,49.579675,"Benzina Frýdlant nad Ostravicí 5-20h cash, credit cards, debit cards, fleet cards, CNG CardCentrum +420 724 584 871"
16.057000,48.846840,"Benzina/innogy Znojmo 24h credit cards, fleet cards, CNG CardCentrum +420 267 973 973"
15.022840,50.784100,"EuroOil/innogy Stráž nad Nisou 5-22h credit cards, CNG CardCentrum +420 267 973 973"
15.574320,49.618140,"Benzina/innogy Havlíčkův Brod 24h cash, credit cards, debit cards, fleet cards, CNG CardCentrum"
14.361840,49.459225,"Pap Oil Milevsko 24h credit cards, CNG CardCentrum +420 605 527 390"
